id,title,description,availability,condition,price,link,image_link,brand,google_product_category
"81","Cama Superpuesta De Pino Macizo Con 2 Barandas y Cajones","Cama Superpuesta De Pino Macizo Con 2 Barandas y Cajones Medidas  Tomamos pedidos, con entrega a todo el pais.","in stock","new","","https://latarimadecoracion.github.io/?s=81","https://latarimadecoracion.github.io/img/camas-para-ninos/Cama Superpuesta De Pino Macizo Con 2 Barandas y Cajones/1786305161815-imagen.webp","La Tarima","Furniture"
"4E","Estantes Montessori","Organización creativa y estilo para tus paredes.","in stock","new","13000 ARS","https://latarimadecoracion.github.io/?s=4E","https://latarimadecoracion.github.io/img/organizadores/estantes-montessori/1.webp","La Tarima","Furniture"
"A4","Steps / Cajones (50cm)","Plataformas funcionales para entrenamiento y uso doméstico.","in stock","new","17000 ARS","https://latarimadecoracion.github.io/?s=A4","https://latarimadecoracion.github.io/img/steps-cajones/cajones-50cm/stepscajones.webp","La Tarima","Furniture"
"A3","Steps / Cajones (40 cm)","Plataformas funcionales para entrenamiento y uso doméstico.","in stock","new","17000 ARS","https://latarimadecoracion.github.io/?s=A3","https://latarimadecoracion.github.io/img/steps-cajones/cajones-50cm/1780589685491-imagen.webp","La Tarima","Furniture"
"A2","Steps / Cajones (30 cm)","Plataformas funcionales para entrenamiento y uso doméstico.","in stock","new","15000 ARS","https://latarimadecoracion.github.io/?s=A2","https://latarimadecoracion.github.io/img/steps-cajones/cajones-50cm/1780589685655-imagen.webp","La Tarima","Furniture"
"4F","Caballetes de madera","Caballetes de madera","in stock","new","","https://latarimadecoracion.github.io/?s=4F","https://latarimadecoracion.github.io/img/organizadores/caballetes-madera-pino/1786332672126-imagen.webp","La Tarima","Furniture"
"4G","Banco Banquito Escalera Niños Infantil","Altura máxima: 20 cm Profundidad: 30 cm Diámetro: 24 cm Ancho: 23 cm","in stock","new","18000 ARS","https://latarimadecoracion.github.io/?s=4G","https://latarimadecoracion.github.io/img/organizadores/Banco Banquito Escalera Niños Infantil/1786333408729-imagen.webp","La Tarima","Furniture"
"D6","Escritorio para PC - Soporte Gabinete","Escritorio para PC - Soporte Gabinete","in stock","new","","https://latarimadecoracion.github.io/?s=D6","https://latarimadecoracion.github.io/img/mesas-de-madera/Escritorio-PC-PRO/1786334303185-imagen.webp","La Tarima","Furniture"
"F2","Mesa De Luz De Pino Con Cajón Y Puerta Nórdica","Mesa De Luz De Pino Con Cajón Y Puerta Nórdica","in stock","new","","https://latarimadecoracion.github.io/?s=F2","https://latarimadecoracion.github.io/img/hogar/Mesa De Luz De Pino Con Cajón Y Puerta Nórdica/1786334774605-imagen.webp","La Tarima","Furniture"
"F3","Mesita de luz - Angosta","Mesita de luz - Angosta","in stock","new","","https://latarimadecoracion.github.io/?s=F3","https://latarimadecoracion.github.io/img/hogar/mesita-luz-angosta/1786334817500-imagen.webp","La Tarima","Furniture"
"F4","Tender","Tender","in stock","new","","https://latarimadecoracion.github.io/?s=F4","https://latarimadecoracion.github.io/img/hogar/tendre-ropa-madera/1786334917868-imagen.webp","La Tarima","Furniture"
"D7","Mesita Matera","Mesita Matera","in stock","new","17000 ARS","https://latarimadecoracion.github.io/?s=D7","https://latarimadecoracion.github.io/img/mesas-de-madera/mesita-matera/1786665063127-imagen.webp","La Tarima","Furniture"
"26","Soporte Para 6 Vinos Bodega Vinoteca","56,5 cm. de alto 12 cm. de ancho 29,5 cm. de profundidad","in stock","new","25000 ARS","https://latarimadecoracion.github.io/?s=26","https://latarimadecoracion.github.io/img/vinotecas-bodegas/soporte-vinos-vinoteca-6/1786828054739-imagen.webp","La Tarima","Furniture"
"27","Soporte Para 12 Vinos Bodega Vinoteca","» MEDIDAS 56,5 cm. de alto 22,5 cm. de ancho 29,5 cm. de profundidad","in stock","new","45000 ARS","https://latarimadecoracion.github.io/?s=27","https://latarimadecoracion.github.io/img/vinotecas-bodegas/Soporte Para 12 Vinos Bodega Vinoteca/1786828216763-imagen.webp","La Tarima","Furniture"
"B4","Juego de Mesa y Sillas Infantiles","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Construido a mano mediante el sistema tradicional de caja y espiga, la técnica de ensamble utilizada en la carpintería clásica para garantizar una estructura sólida, estable y de máxima durabilidad.  Material: Madera maciza de pino  Construcción: Encajonado tradicional con uniones en caja y espiga  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=B4","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas Infantiles/1786838792263-imagen.webp","La Tarima","Furniture"
"B5","Juego de Mesa y Sillas Infantiles (Redondos)","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Material: Madera maciza de pino  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=B5","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas redondos/1786838965424-imagen.webp","La Tarima","Furniture"
"B6","Juego de Mesa y Sillas Infantiles (Colonial)","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Material: Madera maciza de pino  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=B6","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas colonial/1786839007827-imagen.webp","La Tarima","Furniture"
"32","Perchero De Pie Torneado Reforzado 8 Ganchos (2)","Funcionalidad y elegancia para organizar tu entrada.","in stock","new","39000 ARS","https://latarimadecoracion.github.io/?s=32","https://latarimadecoracion.github.io/img/percheros/perchero-1-2/1786839959391-imagen.webp","La Tarima","Furniture"
"4H","Repisa Biblioteca Estantes Montessori","Repisa Flotante Multifunción Tipo Montessori  Un diseño versátil, práctico y cálido, hecho a mano en nuestro taller LA TARIMA DECORACION. Cada pieza se trabaja de forma artesanal, cuidando cada detalle de terminación para ofrecerte un producto duradero, funcional y con la calidez única de la madera de taller.  Características principales:  Diseño reversible 2 en 1: Podés instalarla en ambos sentidos. Con los estantes hacia arriba para organizar objetos, o invertida para aprovechar el barral inferior como perchero (ideal para colgar toallas, tazas o ropa).  Autonomía para los más chicos: Pensada bajo el concepto Montessori, colocada a su altura fomenta la independencia de los niños, permitiéndoles alcanzar sus libros o juguetes favoritos de forma segura y ordenada.  Uso sin límites: Si bien es ideal como librero infantil, su estética limpia se adapta perfecto a talleres, cocinas o escritorios para organizar frascos, pinturas, lápices y herramientas de trabajo.  Instalación flexible: Apta para apoyar sobre un mueble o amurar directo a la pared.  Medidas:  Largo: 60 cm Alto: 75 cm Profundidad: 15 cm","in stock","new","37000 ARS","https://latarimadecoracion.github.io/?s=4H","https://latarimadecoracion.github.io/img/organizadores/Repisa Biblioteca Estantes Montessori/1787709158727-imagen.webp","La Tarima","Furniture"
"67","Estantes - Cortes","Organización creativa y estilo para tus paredes.","in stock","new","5800 ARS","https://latarimadecoracion.github.io/?s=67","https://latarimadecoracion.github.io/img/estantes/estantes/estantes.webp","La Tarima","Furniture"
"A1","Steps / Cajones / Profesionales","Escalón de madera multiusos para ejercicios y más","in stock","new","35000 ARS","https://latarimadecoracion.github.io/?s=A1","https://latarimadecoracion.github.io/img/steps-cajones/cajones-profesional/1780590450688-imagen.webp","La Tarima","Furniture"
"65","Cuadrados","Organización creativa y estilo para tus paredes.","in stock","new","","https://latarimadecoracion.github.io/?s=65","https://latarimadecoracion.github.io/img/estantes/cuadrados/cuadrados.webp","La Tarima","Furniture"
"7C","Repisa-estante de pared con toallero","Nuevo Repisa-estante De Pared Con Toallero Madera De Pino Agregar a favoritos $ 25.000 6 cuotas de  $ 5.624 , 58  con tarjetas de crédito  Precio sin impuestos nacionales:  $ 20.661  Créditos de Mercado Pago Activá la Línea de Crédito  Disponible para pagar en hasta 12 cuotas   Activar Ver los medios de pago Acabado y Color:Natural  Natural Lo que tenés que saber de este producto Material: Madera de pino Espesor: 1.7 cm Profundidad: 12 cm Altura: 50 cm Largo: 40 cm Hecho en madera de pino.","in stock","new","20000 ARS","https://latarimadecoracion.github.io/?s=7C","https://latarimadecoracion.github.io/img/estantes/repisa-estante-de-pared-con-toallero/1788916001180-imagen.webp","La Tarima","Furniture"
"G8","Palo De Amasar De Madera Mango Fijo 40 Cm","Lo que tenés que saber de este producto Largo del mango: 7 cm Largo total: 40 cm Diámetro: 4.5 cm Fabricado en madera. Es apto para lavavajillas.","in stock","new","10000 ARS","https://latarimadecoracion.github.io/?s=G8","https://latarimadecoracion.github.io/img/hogar/palo-de-amasar-de-madera-mango-fijo-40-cm/1788916679797-imagen.webp","La Tarima","Furniture"
"G9","Tabla Para Picada Mapa Argentina + Regalos","Lo que tenés que saber de este producto Espesor: 1.5 mm Ancho: 14 cm Largo: 40 cm Unidades por pack: 1 Forma: MAPA ARGENTINA","in stock","new","12000 ARS","https://latarimadecoracion.github.io/?s=G9","https://latarimadecoracion.github.io/img/hogar/tabla-para-picada-mapa-argentina-regalos/1788917343556-imagen.webp","La Tarima","Furniture"
"4I","Perchero De Pie Torneado 8 Ganchos Niños","Lo que tenés que saber de este producto Fabricado en madera. Dimensiones: 27 cm de ancho, 110 cm de alto y 13 cm de profundidad.","in stock","new","30000 ARS","https://latarimadecoracion.github.io/?s=4I","https://latarimadecoracion.github.io/img/percheros/perchero-de-pie-torneado-8-ganchos-ninos/1788918810907-imagen.webp","La Tarima","Furniture"
"7D","Estante Repisa Casita X 3 Unidades","Lo que tenés que saber de este producto Cantidad de estantes: 3 Material: Madera Profundidad: 10 cm Altura: 33.5 cm Largo: 40 cm Hecho en madera.","in stock","new","20000 ARS","https://latarimadecoracion.github.io/?s=7D","https://latarimadecoracion.github.io/img/estantes/estante-repisa-casita-x-3-unidades/1789446426275-edit_1789446400027webp.webp","La Tarima","Furniture"
"64","Triangulos","Organización creativa y estilo para tus paredes.","in stock","new","20000 ARS","https://latarimadecoracion.github.io/?s=64","https://latarimadecoracion.github.io/img/estantes/triangulos/1789446728633-edit_1789446674661webp.webp","La Tarima","Furniture"
"61","Estantes Montessori","Organización creativa y estilo para tus paredes.","in stock","new","13000 ARS","https://latarimadecoracion.github.io/?s=61","https://latarimadecoracion.github.io/img/organizadores/estantes-montessori/1.webp","La Tarima","Furniture"
"63","Librero","Organización creativa y estilo para tus paredes.","in stock","new","","https://latarimadecoracion.github.io/?s=63","https://latarimadecoracion.github.io/img/estantes/librero/librero.webp","La Tarima","Furniture"
"66","Ménsulas para estantes","Organización creativa y estilo para tus paredes.","in stock","new","4500 ARS","https://latarimadecoracion.github.io/?s=66","https://latarimadecoracion.github.io/img/organizadores/mensulas/mensulas.webp","La Tarima","Furniture"
"68","Especiero","Fanales, bandejas y complementos artesanales únicos.  Medidas (Alto x Largo x Profundidad)  Calculamos el alto para cada frasco:  30 cm = Frascos de 8 cm de alto 34 cm = Frascos de 11 cm de alto","in stock","new","11000 ARS","https://latarimadecoracion.github.io/?s=68","https://latarimadecoracion.github.io/img/organizadores/especiero/1782487819564-imagen.webp","La Tarima","Furniture"
"6A","Ménsulas para escritorios","Ménsulas para escritorios Ideal para aquellos que buscan un estilo simple y minimalista","in stock","new","9000 ARS","https://latarimadecoracion.github.io/?s=6A","https://latarimadecoracion.github.io/img/organizadores/mensulas/mensulas.webp","La Tarima","Furniture"
"6B","Repisa Biblioteca Estantes Montessori","Repisa Flotante Multifunción Tipo Montessori  Un diseño versátil, práctico y cálido, hecho a mano en nuestro taller LA TARIMA DECORACION. Cada pieza se trabaja de forma artesanal, cuidando cada detalle de terminación para ofrecerte un producto duradero, funcional y con la calidez única de la madera de taller.  Características principales:  Diseño reversible 2 en 1: Podés instalarla en ambos sentidos. Con los estantes hacia arriba para organizar objetos, o invertida para aprovechar el barral inferior como perchero (ideal para colgar toallas, tazas o ropa).  Autonomía para los más chicos: Pensada bajo el concepto Montessori, colocada a su altura fomenta la independencia de los niños, permitiéndoles alcanzar sus libros o juguetes favoritos de forma segura y ordenada.  Uso sin límites: Si bien es ideal como librero infantil, su estética limpia se adapta perfecto a talleres, cocinas o escritorios para organizar frascos, pinturas, lápices y herramientas de trabajo.  Instalación flexible: Apta para apoyar sobre un mueble o amurar directo a la pared.  Medidas:  Largo: 60 cm Alto: 75 cm Profundidad: 15 cm","in stock","new","37000 ARS","https://latarimadecoracion.github.io/?s=6B","https://latarimadecoracion.github.io/img/organizadores/Repisa Biblioteca Estantes Montessori/1787709158727-imagen.webp","La Tarima","Furniture"
"82","Pie de cama romano","Pie de cama romano","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=82","https://latarimadecoracion.github.io/img/cunas/pie-cama-romano/1786839481815-imagen.webp","La Tarima","Furniture"
"92","Escaleras para altillos","Escaleras para altillos","in stock","new","","https://latarimadecoracion.github.io/?s=92","https://latarimadecoracion.github.io/img/escaleras/escalera-altillo/1780287625467-imagen.webp","La Tarima","Furniture"
"93","Banco Escalera De Pino 3 Escalones","Banco Escalera De Pino 3 Escalones  Altura Máxima: 60 cm Profundidad: 40 cm Ancho: 35 cm","in stock","new","33000 ARS","https://latarimadecoracion.github.io/?s=93","https://latarimadecoracion.github.io/img/organizadores/Banco Escalera De Pino 3 Escalones/1786226275337-imagen.webp","La Tarima","Furniture"
"94","Banco Banquito Escalera Niños Infantil","Altura máxima: 20 cm Profundidad: 30 cm Diámetro: 24 cm Ancho: 23 cm","in stock","new","18000 ARS","https://latarimadecoracion.github.io/?s=94","https://latarimadecoracion.github.io/img/organizadores/Banco Banquito Escalera Niños Infantil/1786333408729-imagen.webp","La Tarima","Furniture"
"B2","Baúl de madera de pino","Baúl de madera de pino","in stock","new","68000 ARS","https://latarimadecoracion.github.io/?s=B2","https://latarimadecoracion.github.io/img/organizadores/baul-madera-mediano/1782607702562-imagen.webp","La Tarima","Furniture"
"B3","Banco Banquito Escalera Niños Infantil","Altura máxima: 20 cm Profundidad: 30 cm Diámetro: 24 cm Ancho: 23 cm","in stock","new","18000 ARS","https://latarimadecoracion.github.io/?s=B3","https://latarimadecoracion.github.io/img/organizadores/Banco Banquito Escalera Niños Infantil/1786333408729-imagen.webp","La Tarima","Furniture"
"C4","Juego de Mesa y Sillas Infantiles (Colonial)","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Material: Madera maciza de pino  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=C4","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas colonial/1786839007827-imagen.webp","La Tarima","Furniture"
"C5","Juego de Mesa y Sillas Infantiles (Redondos)","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Material: Madera maciza de pino  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=C5","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas redondos/1786838965424-imagen.webp","La Tarima","Furniture"
"C6","Juego de Mesa y Sillas Infantiles","Juego de Mesa y Sillas Infantiles  Fabricado íntegramente en madera maciza de pino con acabado natural.  Construido a mano mediante el sistema tradicional de caja y espiga, la técnica de ensamble utilizada en la carpintería clásica para garantizar una estructura sólida, estable y de máxima durabilidad.  Material: Madera maciza de pino  Construcción: Encajonado tradicional con uniones en caja y espiga  Trabajo: 100% artesanal","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=C6","https://latarimadecoracion.github.io/img/juguetes/Juego de Mesa y Sillas Infantiles/1786838792263-imagen.webp","La Tarima","Furniture"
"D1","Mueble Multifunción - Estilo Nórdico","¡Un solo mueble, infinitas posibilidades!  Diseñado bajo un concepto minimalista y funcional, este mueble de pino macizo es ideal para optimizar cualquier rincón de tu hogar. Su estructura robusta y terminación impecable lo convierten en la pieza comodín que te faltaba.  ¿Cómo podés usarlo?  En la entrada: Como banco recibidor para sentarte cómodamente y organizar tus calzados abajo.  En el living: Como mesa ratona o de centro compacta, perfecta para departamentos.  En tu espacio de trabajo: Como mini escritorio bajo o elevador robusto para tu configuración de Home Office.  Como soporte: Ideal para lucir tus plantas, audio o decoración de forma ordenada.  Medidas: 60 cm (Ancho) x 30 cm (Alto) x 45 cm (Profundidad). Hacemos envíos a todo el país. ¡Sumá diseño y practicidad a tu casa!","in stock","new","26000 ARS","https://latarimadecoracion.github.io/?s=D1","https://latarimadecoracion.github.io/img/organizadores/Mueble-Multifunción/1780707094761-imagen.webp","La Tarima","Furniture"
"D5","Ménsulas para escritorios","Ménsulas para escritorios Ideal para aquellos que buscan un estilo simple y minimalista","in stock","new","9000 ARS","https://latarimadecoracion.github.io/?s=D5","https://latarimadecoracion.github.io/img/organizadores/mensulas/mensulas.webp","La Tarima","Furniture"
"E6","Caballetes de madera","Caballetes de madera","in stock","new","","https://latarimadecoracion.github.io/?s=E6","https://latarimadecoracion.github.io/img/organizadores/caballetes-madera-pino/1786332672126-imagen.webp","La Tarima","Furniture"
"F1","Escritorio para PC - Soporte Gabinete","Escritorio para PC - Soporte Gabinete","in stock","new","","https://latarimadecoracion.github.io/?s=F1","https://latarimadecoracion.github.io/img/mesas-de-madera/Escritorio-PC-PRO/1786334303185-imagen.webp","La Tarima","Furniture"
"F5","Pie de cama romano","Pie de cama romano","in stock","new","60000 ARS","https://latarimadecoracion.github.io/?s=F5","https://latarimadecoracion.github.io/img/cunas/pie-cama-romano/1786839481815-imagen.webp","La Tarima","Furniture"
"F6","Repisa Biblioteca Estantes Montessori","Repisa Flotante Multifunción Tipo Montessori  Un diseño versátil, práctico y cálido, hecho a mano en nuestro taller LA TARIMA DECORACION. Cada pieza se trabaja de forma artesanal, cuidando cada detalle de terminación para ofrecerte un producto duradero, funcional y con la calidez única de la madera de taller.  Características principales:  Diseño reversible 2 en 1: Podés instalarla en ambos sentidos. Con los estantes hacia arriba para organizar objetos, o invertida para aprovechar el barral inferior como perchero (ideal para colgar toallas, tazas o ropa).  Autonomía para los más chicos: Pensada bajo el concepto Montessori, colocada a su altura fomenta la independencia de los niños, permitiéndoles alcanzar sus libros o juguetes favoritos de forma segura y ordenada.  Uso sin límites: Si bien es ideal como librero infantil, su estética limpia se adapta perfecto a talleres, cocinas o escritorios para organizar frascos, pinturas, lápices y herramientas de trabajo.  Instalación flexible: Apta para apoyar sobre un mueble o amurar directo a la pared.  Medidas:  Largo: 60 cm Alto: 75 cm Profundidad: 15 cm","in stock","new","37000 ARS","https://latarimadecoracion.github.io/?s=F6","https://latarimadecoracion.github.io/img/organizadores/Repisa Biblioteca Estantes Montessori/1787709158727-imagen.webp","La Tarima","Furniture"
"H1","Podio profesional | Grande","Podio profesional | Grande","in stock","new","350000 ARS","https://latarimadecoracion.github.io/?s=H1","https://latarimadecoracion.github.io/img/podios-de-premiacion/podio-profesional/1780774147587-imagen.webp","La Tarima","Furniture"
"H3","Podios individuales","Podios modulares resistentes para eventos y premiaciones.","in stock","new","120000 ARS","https://latarimadecoracion.github.io/?s=H3","https://latarimadecoracion.github.io/img/podios-de-premiacion/podios-individuales/Podio premiacion (3 modulos).webp","La Tarima","Furniture"
